"","X121L","X121M","X131L","X131M","X214L","X214M","X221L","X221M","X228L","X228M","X233L","X233M","X259L","X259M","X263L","X263M","X276L","X276M","X280L","X280M","X289L","X289M","X293L","X293M","X295L","X295M","X296L","X296M","X314L","X314M","X32L","X32M","X339L","X339M","X8L","X8M","X90L","X90M","CV","mean_expression"
"ENSG00000122566",8.61688480225478,8.58634646093209,8.3938981223069,8.70198825692525,8.76377153548009,8.60440508062892,8.24934248290986,8.34090357978897,8.90783066022536,8.52889950209304,8.72310760184198,8.90832248898529,8.96237716697589,8.75793336351837,8.78075897304411,8.70148304135027,8.89140898229621,9.03941453544008,8.37226448440472,9.10812521560478,8.77555630030746,8.71144340995074,8.97302816126024,8.5079082272181,9.03009104392368,9.14192473935974,8.88739630376674,8.94422067400939,9.03024523781737,9.29890610241851,8.68457840421609,8.41658350632442,8.69635501343937,8.96949634395653,8.68882464584762,8.200032743702,8.5792305417762,8.62287034130557,2.93148901585147,8.7394252125686
"ENSG00000063046",8.8917066231074,8.81931193045734,8.9406561622615,8.62206575484705,8.63567326332615,8.4532553258574,8.62054697270054,8.24938158947334,8.53646332912854,8.40066637078479,8.34227540509458,8.45308248432515,8.94990235392604,8.682379876915,9.08327754795322,8.91556996006617,8.23552788712601,8.94034247474953,9.06848642437647,9.04920187059257,8.44106890290909,8.90921505373911,8.87386149093133,8.89139919065955,9.11508612451103,8.80740407790406,8.2446021315757,8.94674089125232,8.80032604707819,9.24912567791561,8.08936181361711,8.33036148239367,8.39384457608851,8.49333404285172,8.61674938677946,8.96714598081215,9.09264117799391,9.26192493831806,3.5766045386314,8.72142017353683
"ENSG00000198730",8.98130284458419,8.86178760201388,9.02962871930411,8.68234022934196,8.49882601721463,8.53005556284608,8.43089422524726,8.48182747770804,8.74792457975566,8.19830113215381,8.83378939991077,8.6332791361279,8.82203409153729,8.81906037147618,8.41930669542123,8.41599653664447,8.74688939014992,8.35224389902445,8.76915695401781,8.31186094651537,8.7989409711664,8.66510008040307,8.87303505515545,8.76767465726591,8.82918684704901,8.784578049364,8.66489302998762,8.21919109532809,8.66296726459039,8.64848185722532,8.87968203649655,8.84133565149417,8.66303068511185,8.32476124906072,8.92484710178333,8.6555299869903,8.90426722374666,8.59399799574438,2.47820832767473,8.66494754339364
"ENSG00000254870",8.49225054718135,8.20921370840226,8.59280061458318,8.58211964118714,8.37099115963267,8.49946053284189,8.6856811120386,8.26873061913672,8.62830544661859,8.68907775489466,8.63993772742163,8.65369865066919,8.92798476525333,8.45092499014598,8.68215365242674,8.63683532966038,8.8695763245183,8.81377576014451,8.65391669045706,8.93405761057382,8.98011137365146,8.68806282989935,8.739797538273,8.16175604010624,8.93645731083645,8.61413278966091,8.82033462705128,8.82157760113388,8.91545416986887,8.85317405241121,8.6454648931791,8.1151130877025,8.41740597618522,8.67396100328152,8.60640447030638,8.50986798486725,8.82458132189072,8.48951197067973,2.53285355201995,8.63407004417824
"ENSG00000198563",8.4862032296003,8.19540527071302,8.58528685549156,8.57784978396595,8.36171381661487,8.49146311495471,8.66562470089961,8.2637298051774,8.61831444359245,8.68194776900704,8.63486028137742,8.64922419474878,8.92063033832895,8.44491915982088,8.67172811174358,8.63262771936488,8.8654999465393,8.81249850369793,8.65109115103099,8.92581168976871,8.964659932062,8.67602973266452,8.72103029324351,8.15113014899104,8.9290432637748,8.6068577958623,8.81174297159871,8.81739220586142,8.91059712067117,8.84816702956374,8.64116322721079,8.10399562853661,8.41061927105403,8.66940112334856,8.6019902202731,8.50832747154969,8.81569348454099,8.48344853729421,2.53900527843268,8.62651893011946
"ENSG00000197111",8.62533240139067,8.66754674705494,8.74408439261548,8.36063221886043,8.37039051032957,8.09478844722183,8.40199797907384,7.8540132340598,8.60655203599033,8.2610889637609,8.28719900002782,8.41222700704086,8.78062776818069,8.4995421893732,8.77563192792059,8.72434771152984,8.62217735855824,8.68858769778247,8.94242323168375,8.79329222944143,8.70182894685196,8.7579764608387,8.65046293731255,8.73042933633528,8.67744427567494,8.49827880440552,8.26192327913956,8.76904807395196,8.91893103195876,9.01863896786105,8.40605485984445,8.58502511049243,8.49892840673586,8.31603571866307,8.70793863692383,9.1531232403169,8.62404104907457,8.63870548790068,2.97882959559554,8.59019204410996
"ENSG00000168385",8.42829003019744,8.55030838693925,8.98021797719205,8.78201956466048,8.56436254018422,8.52139981782669,8.3096912884294,8.74827278349547,8.63978819294304,8.38734698174123,8.68217541785239,8.64669400710718,8.53408928622419,8.47224286961812,8.20165944220005,8.41044514824276,8.52038227850094,8.28611041435713,8.37275459050358,8.16374816817692,8.78495570247092,8.58618233702834,8.7874295460375,8.78697792153296,8.67942909555519,8.62710335124379,8.65895014668394,8.37555815297495,8.46023090294312,8.41387104543926,8.7524166722639,8.70573056679257,8.69527453021658,8.4064937552099,8.69960743487698,8.41364815013384,8.86484950167167,8.38457455825683,2.22524282251976,8.56013901467696
"ENSG00000169045",8.35107645671213,8.1366226656041,8.24511763085592,8.13050991942886,8.627955704763,8.57270503109391,8.84491020719006,8.76526869135462,8.41475066374511,8.66123466541934,8.81829343659936,8.744054413775,8.92251163138879,8.57999233249022,8.45033589054832,8.63816150326492,8.463333356556,8.89083545673579,8.65794359990339,8.98274391012276,8.19982506937594,8.37910972071578,8.70824943934153,8.22697348246954,8.72854066193281,8.6485188149607,8.2840839410846,8.54264416448505,8.5680866352227,8.89012040375209,8.44289486766465,7.9925742506216,8.60897529423304,8.67244264410395,8.24046440465685,8.19638454141132,8.74322747612928,8.38634816442029,2.96319593232977,8.53573213537193
"ENSG00000127022",8.47215997804444,8.46044653120684,8.85765089874806,8.37857283340694,8.48213271528605,8.52703881921962,8.43028862239244,8.65127755306407,8.64300780029709,8.10692085836942,8.7107815841225,8.43733141535367,8.51010193495292,8.59649121629952,8.30860637535997,8.53313446401895,8.34186152095027,8.49467683205769,8.78157524028028,8.34851576817879,8.48463209812549,8.61956787674592,8.4969725237937,8.57972487326979,8.70321847295835,8.61940074695866,8.51002176401624,8.38883569563719,8.3900267370438,8.57795774040657,8.29557837099155,8.31607489164413,8.37192203637502,7.87105771124259,8.42471150940413,8.54580924834793,8.93003939421735,8.485932113712,2.25480734528773,8.49168570438158
"ENSG00000118816",8.22186564526952,8.54371823100004,8.76857559262761,8.35236715747232,8.27811078331964,8.17844326897522,8.43437151691308,8.54872782606354,8.32383920122309,8.18349692316024,8.69813770598938,8.55374764310179,8.29460406259598,8.56607202962864,8.45408447009618,8.68425390393137,7.99059352836483,8.62821706615567,9.36300993229697,8.85991911670766,8.37914539999178,8.79378385456384,8.24771922944894,8.84882256528139,8.29551862568592,8.33296204128145,7.87585611370394,8.42763674877756,8.46176419401063,8.78198187678221,8.23568045179641,8.61174339956113,8.0737683894296,8.17598553650557,8.5076012059458,9.34257186007246,8.66835983548591,8.63994518585886,3.72146768073222,8.49018426629147
"ENSG00000071127",7.76586522708871,8.43912166064733,8.71488783532445,9.21162541717395,8.21742069575237,8.35599889518314,8.48073200120487,8.50277722002807,8.69166321025698,8.55309589256941,8.3656505937634,8.79459052088311,8.55808776543615,8.69184909023015,8.09971236156178,8.09250058120793,8.22892668632707,8.2162048073979,8.47649381471405,8.01119645872548,8.76586372361776,9.06081224621542,8.09939165442447,8.56975402124072,8.70906085529121,8.66819200678109,8.60339147632801,8.53581872315311,8.23168117630505,8.66229926293374,8.73637439408006,8.88146443840597,8.2376019949321,8.21509869311569,8.37578932781066,8.46349992564142,8.36691978823364,8.63634762559073,3.4807504047829,8.48125689656782
"ENSG00000189403",8.72627193832805,8.81137734833344,8.459263569161,8.37430288044736,7.98074422987139,8.1603270459515,8.3480311100368,8.34007239048456,8.55234869118889,8.69082336508233,8.57318695980205,8.42328914565653,8.34994048138033,8.39283415712202,8.56199104088595,8.20102316694973,8.47054629127724,8.35589057720875,8.63361201942962,8.41626972404101,8.59301353510347,8.39307104649558,8.9088316690688,8.69208183908731,8.85528557845673,8.4730394796733,8.28693489802767,8.33363717349402,8.32580470755943,8.38508544242645,8.46428087885981,8.20661024060119,8.84876507059924,8.50787952368022,8.20053533384382,8.56600950749782,8.57953493332887,8.19638250688877,2.49034965369838,8.46418235519292
"ENSG00000179889",8.77679226727237,8.12032747403095,8.51688508186879,8.62968419823219,8.4522478116155,8.54355392563087,8.81483351544666,8.87337289619663,8.45016257437004,8.58991703850526,9.02782643174006,8.73097547517839,8.5519226109067,8.32669182517336,8.31023232010227,8.38578829328921,8.09147114950591,8.3686485699129,8.16943934373791,8.55852958954945,8.66468151129912,8.62260236547359,8.20783604820565,8.27048077727078,8.05788257573253,8.00468717779097,8.57787248996362,8.68438345835657,8.31623074825308,8.11977115790286,8.44213424746074,8.39420946265119,8.08838324376564,8.19117516127189,8.47728716614707,8.11314496079963,8.62271212002674,8.27507576956566,2.99585245030503,8.43210139037375
"ENSG00000166598",8.06874540722258,8.70833678133116,9.0810365449749,8.64157626808119,8.34872199858861,8.36876953338637,8.11127204472477,8.28671459706794,8.57122449150115,8.0667645668825,8.93819547166051,8.33131928335775,8.35610178478246,8.60264813520192,8.29000062269574,8.1583730378136,8.26979532933851,8.00261118844336,8.25726264845767,8.2204317369219,8.25035025756858,8.19695770435738,8.49819786969554,8.54200539092257,8.75941057064518,8.64835768755534,8.28089085733648,8.09210887078427,8.1744402254082,8.30507975819138,8.42465660186746,8.26355647146215,8.36219677870237,8.12832561150532,8.33191847295126,8.35345730282378,8.55265384364172,8.24801873237835,2.89375017416222,8.37085485474294
"ENSG00000164924",8.05563716783507,8.53444114432514,8.64487458982175,8.70074868710201,8.13693433794949,8.32901157369413,8.06090900025323,8.46569534394991,8.55554819913108,8.41974107169313,8.1248934465562,8.35377476482863,8.60364962994616,8.57633406454366,8.11670501030397,8.00114610044302,7.97538194120547,8.07814162073775,8.47169759882003,7.85918027724224,8.54874985218475,8.62618075741652,8.21157561815143,8.61402856905218,8.4660082655959,8.4775789878536,8.27177688775596,8.22461958429338,8.05152765744492,8.40130416271977,8.37291326331853,8.89316197295719,8.19771889771525,8.39526175122536,8.09782349545844,8.24831740880079,8.65195359051362,8.43428699799465,2.90327748274346,8.34866403396933
"ENSG00000153187",7.85265265172334,8.06525513097617,8.11627705398496,8.20671518196085,8.032077853774,8.04638362351231,7.91487050429191,8.14827025983096,8.050947427351,8.35907929618921,8.22156726454513,8.35828044171646,8.60491933057834,8.44759150486102,8.48921844760353,8.19487825165096,8.18644933578837,8.44773187148748,8.30014959571299,8.6484704887676,8.22058593845218,8.22772110698489,8.27084367974298,8.23450284337076,8.47746340722583,8.40546271092543,8.28693495851783,8.33514350976272,8.27496295111331,8.61395327656135,8.30606733682452,7.97281824060963,8.35354751901913,8.34086121212806,8.12774794514887,8.11572241284653,8.36338843468588,8.24541514267372,2.25019122369459,8.25960337218159
"ENSG00000183426",8.42080376056367,7.75368229012536,7.95842328297303,8.36193984936909,8.43706997823535,8.51532400634529,8.81297712195158,8.78643196275569,8.26344284806503,8.43023015364646,8.67681524586422,8.4505791446463,8.46294468301372,7.96081430656648,7.53294231358287,7.90636772703104,8.11431065608305,8.49246987391089,8.18123886842478,8.63212019165569,8.42341541191484,8.47762381078052,8.15366089245872,8.0548815427099,8.1890812288979,8.2195977726823,8.17822703278395,8.29648819860861,8.439802711665,8.2043890761687,8.125027774172,7.87541596292931,7.68267922720888,8.00255156763674,8.15318077429496,7.90198110319611,8.77640129733396,8.46720023845521,3.72399570395455,8.25717194443967
"ENSG00000085733",7.91038441952083,7.8306822405723,7.93340499238718,8.25930521277675,8.3375801884958,8.35661694712722,8.40923810716264,8.1666046635988,8.30271762720878,8.62529909774198,8.49797980069831,8.53010600808925,8.02082189981602,8.10320354782902,8.16618767013696,8.29075092684026,8.30672622511875,8.45895290056991,7.68804376734913,8.17538810050928,8.55626666240635,8.39452430079085,8.05116307301792,8.34103960879665,8.03663904198308,8.32552763179575,8.37531424408705,8.56991188846051,8.56887730671447,8.88298220871318,8.00809313601573,8.42238649427355,8.39228966037736,8.28581900737234,7.89354075410881,7.85294667892405,8.03573802935036,8.13529035823041,3.12870278100844,8.24995643234126
"ENSG00000266714",8.20708454889932,7.58002922145498,7.53346729402269,7.98365331843077,8.55973364245505,8.43156695683291,8.53257782921759,8.18735241775682,7.99839602457025,8.28984237438674,8.64356943629766,8.52447961308706,8.27510422056976,8.03087200525438,7.82797559509871,8.37853323363852,8.39373328478139,8.69211724893469,8.15498039571102,8.82359113843062,8.23571208268501,8.39290937805995,8.20389899343954,7.70818291156063,8.07498430737894,8.16097148353373,8.20773112405928,8.46205501469523,8.61768248344253,8.45025023608114,8.03642267766445,7.71474692601597,7.73724296371833,8.36173802070226,8.33912709630237,8.1511532715225,8.45748335243903,8.47249756000496,3.8012161372126,8.23245920218781
